x,y,z,rec_x,rec_y,rec_z,x_e,y_e,z_e
0.0,0.0,0.0,-0.08092972181737076,-0.07607661302061722,0.08183176116374906,0.08092972181737076,0.07607661302061722,-0.08183176116374906
0.0,12.3,0.0,0.06149679867591603,12.330839533611655,-0.03346147198749259,-0.06149679867591603,-0.0308395336116547,0.03346147198749259
14.5,12.3,0.0,14.39713862091828,12.284206707129306,-0.10104077418205352,0.10286137908171966,0.015793292870695197,0.10104077418205352
14.5,0.0,0.0,14.631043395850986,0.06927018154377924,0.05159544382714084,-0.1310433958509858,-0.06927018154377924,-0.05159544382714084
0.0,0.0,14.5,0.009685208327458375,0.06597562521334435,14.400791453133442,-0.009685208327458375,-0.06597562521334435,0.09920854686655822
0.0,12.3,14.5,0.010736197118283008,12.278542535220692,14.558838015435505,-0.010736197118283008,0.02145746477930821,-0.05883801543550504
14.5,12.3,14.5,14.530922759386918,12.305072728650787,14.575973734820161,-0.03092275938691813,-0.005072728650786118,-0.07597373482016145
14.5,0.0,14.5,14.442886852086335,-0.060177239381569034,14.470290991046843,0.05711314791366462,0.060177239381569034,0.029709008953156868
